document_id,clean_text,label
Doc_91,there is an evident paradigm shift in steganalysis techniques with discovery of deep learning networks as steganalysis is a classification task it is done by machine learning classifiers and ensembles of them but with the proliferation of deep learning and convolutional neural networks in many areas the performance of steganalysis techniques have jumped up to a another high because of the application of convolutional neural networks the traditional steganalysis techniques consists two important steps i e feature extraction and classification where as deep learning networks learn the features automatically eliminating the need of extraction of handcrafted features because of this feature cnns were highly successful in image recognition and image classification techniques in addition to that feature extraction and classification are combined together in deep learning hence classification would be more effective because of the learning of the features which are really important for classification but in steganalysis the task is to detect very subtle and weak noise created by the hidden data with steganography techniques we have designed a deep cnn architecture customized for steganalysis task based on existing residual neural networks frame we have introduced a descriptor to capture the inter pixel dependencies and which acts as an indicator for weightage of a particular feature maps thus the classifier can give more weightage to effective feature maps instead of treating all the feature maps equally we have also used a gating mechanism by using sigmoid function after nonlinear activation function sandwiched between two fully connected layers this enhancement to the existing deep residual neural networks has given better results in terms of error detection rate compared to the other deep learning based steganalysis techniques,Machine Learning
Doc_92,this paper introduces a shape based inflow scenarios reduction framework applied in long term hydro thermal scheduling this scheduling problem involves strategically managing the limited stored hydro energy in coordination with the electricity system the scenario fan problem selected as a long term hydro thermal scheduling approach can effectively represent the individual hydropower plants and their short term flexibility within the long term scheduling process making it well suited for capturing the disaggregated physical characteristics of hydro stations however the computational burden of scenario fan problem increases due to the complexity of the cascaded system and the large number of inflow scenarios to tackle these challenges a machine learning clustering method is developed for extracting shape based features to capture the energy and shape attributes of hydro inflows a comparative analysis was conducted to evaluate the effectiveness of the proposed method comparing it with four established clustering methods this evaluation was carried out on a hydro thermal test case utilizing both in sample and out of sample data analysis the findings demonstrate that the proposed framework outperforms other methods in terms of computational time by and optimal reservoir trajectories by considering k means using euclidean distance as the benchmark additionally this study showcases the feasibility of performing long term hydro thermal scheduling at a granular level with detailed topological information and a shorter time scale this expanded approach opens up new possibilities for addressing the integration of renewable energy resources within the realm of long term hydro thermal scheduling,Machine Learning
Doc_93,tourism is a core sector of singapore s economy contributing significantly to gross domestic product gdp and employment accurate tourism demand forecasting is essential for strategic planning resource allocation and economic stability particularly in the post covid era this study develops a sarimax based forecasting model to predict monthly visitor arrivals to singapore integrating web search data from google trends and external factors to enhance model accuracy a systematic selection process was applied to identify the effective subset of external variables results of the empirical experiments demonstrate that the proposed sarimax model outperforms traditional univariate models including sarima holt winters and prophet as well as machine learning based approaches such as long short term memory lstm and recurrent neural networks rnns when forecasting the month period of and the proposed model achieves the lowest mean absolute percentage error mape of,Machine Learning
Doc_94,medical devices software and networks have joined the internet of medical things iomt and have enhanced healthcare services but pose threats iomt devices are vulnerable to cyberattacks that can affect patient data as well as the operations of the healthcare organization which requires an enhanced and effective intrusion detection system ids this paper introduces a novel approach for detecting cyberattacks in iomt environments using a deep learning model named pyramid attention network with the green anaconda algorithm panet gao the approach has three steps as follows minmax scaler normalization to process the data multiple discrete orthonormal s transforms mdosts to extract the critical temporal frequency features and pyramid attention network with the green anaconda algorithm panet gao for accurate cyberattack detection the mdosts can extract the dynamic information from the network traffic data in the time frequency domain and the feature space of the panet model is optimized by gao which minimizes the feature redundancy to improve the classification accuracy the proposed model was tested using the wustl ehms dataset which mimics real life iomt traffic and different cyberattacks the proposed panet gao model s precision was its accuracy was its f score was and was better than traditional machine learning algorithms therefore this work establishes that the proposed panet gao approach can effectively protect iomt environments from emerging cyber threats in real time,Machine Learning
Doc_95,introduction low middle income countries lmics including india have paucity of external beam radiotherapy rt machines leading to prolonged wait times for rt delay in delivery of rt has been shown to adversely affect outcomes in locally advanced breast cancer labc with the availability of results of multiple randomized controlled trials hypofractionated rt delivered over to weeks became the standard of care in breast cancer rt methods we conducted a retrospective audit of labc patients treated with ultrahypofractionated adjuvant rt radiotherapy completed in week during the covid pandemic log rank and cox regression model used for univariate and multi variate analyses results no patient developed grade esophagitis grade esophagitis requiring short term narcotic analgesics was seen in patients grade or higher toxicity peaked between and weeks after rt the estimated and year recurrence free survival rfs for the cohort is and respectively the estimated and year overall survival for the cohort is and on multivariate analysis presence of extra nodal extension was found to be an independent factor associated with worse rfs p conclusions fast forward protocol rt in labc appears well tolerated,Machine Learning
Doc_96,plant disease is a critical factor affecting agricultural production traditional manual recognition methods face significant drawbacks including low accuracy high costs and inefficiency deep learning techniques have demonstrated significant benefits in identifying plant diseases but they still face challenges such as inference delays and high energy consumption deep learning algorithms are difficult to run on resource limited embedded devices offloading these models to cloud servers is confronted with the restriction of communication bandwidth and all of these factors will influence the inference s efficiency we propose a collaborative inference framework for recognizing plant diseases between edge devices and cloud servers to enhance inference speed the dnn model for plant disease recognition is pruned through deep reinforcement learning to improve the inference speed and reduce energy consumption then the optimal split point is determined by a greedy strategy to achieve the best collaborated inference acceleration finally the system for collaborative inference acceleration in plant disease recognition has been implemented using gradio to facilitate friendly human machine interaction experiments indicate that the proposed collaborative inference framework significantly increases inference speed while maintaining acceptable recognition accuracy offering a novel solution for rapidly diagnosing and preventing plant diseases,Machine Learning
Doc_97,federated learning fl is a machine learning paradigm where multiple clients train their local machine learning models collaboratively without sharing private data one of the main challenges in fl is statistical heterogeneity of the data distributions across clients personalized fl pfl mitigates statistical heterogeneity by collaborative model training across homogeneous clients in this paper we propose a novel personalized federated learning by domain aware network pruning and re growth called feddnpr that is more accurate as compared to existing pfl methods while maintaining high efficiency this is achieved by introducing a regularization term capturing heterogeneity of weights in iterative network pruning in order to reduce network sharing among unrelated clients and iterative network re growing only from weights of related clients to increase network sharing among related clients with feddnpr model clustering is performed considering the similarity between gradient updates in the last layers of the networks with cosine as the similarity measure to achieve both accuracy and efficiency in model personalization with extensive experimental evaluation we show that feddnpr significantly outperforms the state of the art pfl approaches while maintaining comparable efficiency,Machine Learning
Doc_98,due to extensive spread of fake news on social and news media it became an emerging research topic now a days that gained attention in the news media and social media the information is spread highspeed but without accuracy and hence detection mechanism should be able to predict news fast enough to tackle the dissemination of fake news it has the potential for negative impacts on individuals and society therefore detecting fake news on social media is important and also a technically challenging problem these days we knew that machine learning is helpful for building artificial intelligence systems based on tacit knowledge because it can help us to solve complex problems due to real word data on the other side we knew that knowledge engineering is helpful for representing experts knowledge which people aware of that knowledge due to this we proposed that integration of machine learning and knowledge engineering can be helpful in detection of fake news in this paper we present what is fake news importance of fake news overall impact of fake news on different areas different ways to detect fake news on social media existing detections algorithms that can help us to overcome the issue similar application areas and at the end we proposed combination of data driven and engineered knowledge to combat fake news we studied and compared three different modules text classifiers stance detection applications and fact checking existing techniques that can help to detect fake news furthermore we investigated the impact of fake news on society experimental evaluation of publically available datasets and our proposed fake news detection combination can serve better in detection of fake news,Machine Learning
Doc_99,wildfires caused by faults in electrical power lines remain a significant threat to lives infrastructure economy and ecosystems when transmission lines fail or contact vegetation electrical arcing can easily ignite fires that spread rapidly under dry and windy conditions this paper reviews state of the art technologies for wildfire prevention in energy transmission systems and presents an initial framework that leverages computer vision for automatic detection of power line defects and potential ignition sources as a proof of concept a rule based falling wire detection pipeline is implemented using computer vision methods such as canny edge detection and the hough transform the results demonstrate the feasibility of identifying hazardous conditions through visual analysis building on this foundation future work will incorporate advanced machine learning and deep learning models to achieve more robust scalable and adaptive inspection systems for proactive wildfire prevention,Machine Learning
Doc_100,objective gait and posture symptoms such as gait impairments postural instability and posture deformations are common in parkinson s disease pd and closely linked to falls traditional assessments using clinical scales are time consuming and prone to subjective bias this study aims to predict the severity of gait and posture symptoms using data collected from wearable sensors during a single laboratory based walking assessment providing an objective efficient and automated evaluation approach methods sensor based gait parameters were collected from pd participants mean age years through a standardized walking assessment the dataset was randomly split into a training set and an independent test set with balanced age sex and pd duration two machine learning models extreme gradient boosting xgboost and support vector machine svm were trained to predict scores for five gait and posture items from the mds updrs iii results xgboost was chosen as the final model due to its better performance than svm across all five gait and posture items the models achieved over acceptable accuracy for items absolute accuracy surpassed and macro f scores were above in leave one out cross validation loocv the model s performance on the independent test set matched loocv results confirming robustness a total of and gait features were selected for the predictive models of items respectively among these key features with significant clinical relevance were identified for example effective trial duration r p had a positive correlation while shank swing rom mean max r p had a negative correlation with scores on item in addition turn steps mean r p had a positive correlation with scores on item these findings align with known clinical manifestations reinforcing the clinical relevance of the identified gait features conclusion this study demonstrates the feasibility of using wearable sensor data to objectively assess gait and posture symptoms in pd though conducted in a clinical setting the approach may support clinicians through consistent assessments and more frequent monitoring with potential for future home based use to enable longitudinal symptom tracking,Machine Learning
